"","scenario","sector","technology","subsector","Units","USREP_region","year","invest","PercentChangeFromCPOL"
"264","Current Policies","resid heating","gas furnace","gas","Billions 1975$","West","2035",0.0770032204165014,0
"265","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","AK-HI","2020",0.00129282490177,0
"266","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","AK-HI","2025",0.00140353149076,0
"267","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","AK-HI","2030",0.00134606398257201,0
"268","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","AK-HI","2035",0.00245083383591477,0
"269","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Appalachia","2020",0.03528559052708,0
"270","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Appalachia","2025",0.03864319325579,0
"271","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Appalachia","2030",0.0330110016617554,0
"272","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Appalachia","2035",0.0470409163415578,0
"273","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","GulfCoast","2020",0.00612947070313,0
"274","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","GulfCoast","2025",0.00669957396346,0
"275","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","GulfCoast","2030",0.00513416325419918,0
"276","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","GulfCoast","2035",0.0060008545979444,0
"277","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","MidA","2020",0.02493261532167,0
"278","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","MidA","2025",0.02734987855596,0
"279","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","MidA","2030",0.0234389382018025,0
"280","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","MidA","2035",0.0332237608469707,0
"281","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Midcontinent","2020",0.01814884975255,0
"282","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Midcontinent","2025",0.01970582807693,0
"283","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Midcontinent","2030",0.016263370507893,0
"284","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Midcontinent","2035",0.022069292710791,0
"285","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Midwest","2020",0.06760914581107,0
"286","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Midwest","2025",0.07548564511619,0
"287","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Midwest","2030",0.0661596571400959,0
"288","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","Midwest","2035",0.0970919142657524,0
"289","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","NewEngland","2020",0.0550188817392,0
"290","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","NewEngland","2025",0.06421211308262,0
"291","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","NewEngland","2030",0.0603807257168153,0
"292","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","NewEngland","2035",0.0968423422924742,0
"293","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","PacificNorthwest","2020",0.00499482096504,0
"294","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","PacificNorthwest","2025",0.00525027084175,0
"295","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","PacificNorthwest","2030",0.00416596404188651,0
"296","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","PacificNorthwest","2035",0.00477360396579935,0
"297","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","RockiesCentral","2020",0.0134618161377,0
"298","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","RockiesCentral","2025",0.0147469482625,0
"299","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","RockiesCentral","2030",0.0122899025277913,0
"300","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","RockiesCentral","2035",0.017266178580076,0
"301","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","SouthAtlantic","2020",0.00666812968125,0
"302","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","SouthAtlantic","2025",0.00712896890699,0
"303","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","SouthAtlantic","2030",0.0056480020236457,0
"304","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","SouthAtlantic","2035",0.00662896929654967,0
"305","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","West","2020",0.0186005576325,0
"306","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","West","2025",0.01995474475144,0
"307","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","West","2030",0.0170128170390806,0
"308","Current Policies","resid heating","gas furnace hi-eff","gas","Billions 1975$","West","2035",0.00649066531241368,0
"309","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","AK-HI","2020",0.008633242503446,0
"310","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","AK-HI","2025",0.007478206488444,0
"311","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","AK-HI","2030",0.00685069322622,0
"312","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","AK-HI","2035",0.00651185960728893,0
"313","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Appalachia","2020",0.12286453093475,0
"314","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Appalachia","2025",0.10628301196278,0
"315","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Appalachia","2030",0.0965665173716024,0
"316","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Appalachia","2035",0.0884935923943718,0
"317","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","GulfCoast","2020",0.00530736341575,0
"318","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","GulfCoast","2025",0.00456184175502,0
"319","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","GulfCoast","2030",0.00410307333572954,0
"320","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","GulfCoast","2035",0.00359792665303126,0
"321","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","MidA","2020",0.05064654487035,0
"322","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","MidA","2025",0.04362232354872,0
"323","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","MidA","2030",0.0393306014596143,0
"324","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","MidA","2035",0.0344522492763933,0
"325","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Midcontinent","2020",0.06312606378672,0
"326","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Midcontinent","2025",0.05451588391278,0
"327","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Midcontinent","2030",0.0493160328277073,0
"328","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Midcontinent","2035",0.0444179026706674,0
"329","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Midwest","2020",0.1549077454837,0
"330","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Midwest","2025",0.13470505496202,0
"331","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Midwest","2030",0.123183983855032,0
"332","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","Midwest","2035",0.115790398702817,0
"333","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","NewEngland","2020",0.16933634221999,0
"334","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","NewEngland","2025",0.149387180313,0
"335","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","NewEngland","2030",0.138968141074241,0
"336","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","NewEngland","2035",0.139611912443394,0
"337","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","PacificNorthwest","2020",0.06518513157398,0
"338","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","PacificNorthwest","2025",0.05602057854198,0
"339","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","PacificNorthwest","2030",0.0503262522457346,0
"340","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","PacificNorthwest","2035",0.0432111488281888,0
"341","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","RockiesCentral","2020",0.07612526779737,0
"342","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","RockiesCentral","2025",0.06582998353638,0
"343","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","RockiesCentral","2030",0.059713888783566,0
"344","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","RockiesCentral","2035",0.0550239149815753,0
"345","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","SouthAtlantic","2020",0.01342750642475,0
"346","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","SouthAtlantic","2025",0.01154527209138,0
"347","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","SouthAtlantic","2030",0.0103790865494412,0
"348","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","SouthAtlantic","2035",0.00891979106117262,0
"349","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","West","2020",0.04322860374536,0
"350","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","West","2025",0.03747055468716,0
"351","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","West","2030",0.0341167341037551,0
"352","Current Policies","resid heating","wood furnace","biomass","Billions 1975$","West","2035",-0.0547501335916217,0
"353","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","AK-HI","2020",4.25507819e-05,0
"354","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","AK-HI","2025",0.00322719804264,0
"355","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","AK-HI","2030",0.00957992015603,0
"356","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","AK-HI","2035",0.00984998867718,0
"357","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","Appalachia","2020",0.0002697392712,0
"358","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","Appalachia","2025",0.026043211879,0
"359","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","Appalachia","2030",0.10400528215715,0
"360","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","Appalachia","2035",0.09405214594848,0
"361","Current Policies","resid hot water","electric heat pump water heater","electricity","Billions 1975$","GulfCoast","2020",0.000131648036,0
